topic,term,beta,term_eng
61,sollen,0.0053,should
61,union,0.0053,union
61,schröder,0.0052,Schroeder
61,geben,0.005,give
61,land,0.0049,country
61,erst,0.0049,first
61,mehr,0.0048,more
61,lassen,0.0047,to let
61,csu,0.0046,Christian Social Union
61,schon,0.0042,beautiful
61,weit,0.0039,far
61,stellen,0.0038,put
61,immer,0.0037,always
61,möglich,0.0036,possible
61,treffen,0.0036,to meet
61,bereits,0.0034,already
61,seit,0.0033,since
61,zeit,0.0033,Time
61,ab,0.0032,from
61,rund,0.0032,round
61,zeigen,0.0031,demonstrate
61,eigen,0.0031,own
61,berliner,0.0028,Berliner
61,heute,0.0028,today
61,grüne,0.0027,green
61,wenige,0.0027,few
61,million,0.0027,million
61,zudem,0.0027,moreover
61,gelten,0.0027,be valid
61,rotgrün,0.0026,Red Green
61,bund,0.0026,Federation
61,dabei,0.0025,there
61,wahlkampf,0.0025,electioneering
61,wichtig,0.0025,important
61,laut,0.0025,according to
61,frau,0.0025,Mrs
62,dass,0.0168,that
62,sagen,0.0167,say
62,spd,0.012,spd
62,mehr,0.0101,more
62,berlin,0.0084,Berlin
62,schon,0.0071,beautiful
62,deutschland,0.006,Germany
62,sehen,0.0056,see
62,union,0.0053,union
62,gut,0.0053,Good
62,immer,0.0051,always
62,merkel,0.0051,merkel
62,kommen,0.005,come
62,neu,0.0049,New
62,steinbrück,0.0048,steinbrück
62,steinmeier,0.0047,steinmeier
62,bereits,0.0044,already
62,müssen,0.0044,have to
62,beide,0.0043,both
62,euro,0.0043,Euro
62,halten,0.0042,hold
62,sollen,0.0041,should
62,stellen,0.0036,put
62,deutsch,0.0035,German
62,schäuble,0.0035,schäuble
62,gabriel,0.0035,gabriel
62,griechenland,0.0034,Greece
62,schröder,0.0034,Schroeder
62,treffen,0.0033,to meet
62,kanzlerin,0.0033,Chancellor
62,heute,0.0033,today
62,ministerpräsident,0.0032,prime minister
62,möglich,0.0032,possible
62,groß,0.0032,big
62,dürfen,0.0031,allowed
62,bundestag,0.0031,Bundestag
62,finden,0.003,Find
62,rund,0.003,round
62,fall,0.003,case
62,zwei,0.003,two
62,angela,0.003,angela
62,lassen,0.0029,to let
62,rotgrün,0.0029,Red Green
62,stoiber,0.0029,stoiber
62,woche,0.0029,week
62,tag,0.0028,Day
62,zeitung,0.0028,newspaper
62,lang,0.0027,long
62,wahl,0.0027,choice
62,laut,0.0027,according to
63,jahr,0.01,year
63,sagen,0.0087,say
63,merkel,0.0082,merkel
63,neu,0.0075,New
63,erst,0.0074,first
63,prozent,0.007,percent
63,politisch,0.0066,politically
63,lassen,0.0063,to let
63,seit,0.0062,since
63,immer,0.0057,always
63,spiegel,0.0049,mirror
63,partei,0.0049,party
63,groß,0.0046,big
63,bundestag,0.0046,Bundestag
63,koalition,0.0045,coalition
63,sollen,0.0045,should
63,sehen,0.0044,see
63,halten,0.0043,hold
63,cdu,0.0042,cdu
63,bundesregierung,0.0042,federal government
63,online,0.0042,on-line
63,stehen,0.0041,stand
63,dafür,0.004,for this
63,wahl,0.004,choice
63,klar,0.0039,clear
63,tag,0.0039,Day
63,heißen,0.0039,be called
63,geben,0.0039,give
63,euro,0.0037,Euro
63,finden,0.0037,Find
63,spd,0.0036,spd
63,mensch,0.0035,human
63,beide,0.0035,both
63,schröder,0.0034,Schroeder
63,weit,0.0032,far
63,stellen,0.0032,put
63,ministerpräsident,0.0031,prime minister
63,politik,0.003,politics
63,viele,0.003,lots
63,problem,0.0029,problem
63,grüne,0.0029,green
63,dass,0.0029,that
63,führen,0.0029,to lead
63,stoiber,0.0029,stoiber
63,stark,0.0029,strongly
63,wer,0.0028,who
63,jung,0.0028,young
63,woche,0.0027,week
63,gespräch,0.0025,talk
63,ende,0.0025,The End
64,dass,0.0325,that
64,jahr,0.0171,year
64,deutsch,0.0136,German
64,erst,0.0085,first
64,müssen,0.0078,have to
64,groß,0.007,big
64,schon,0.0068,beautiful
64,gut,0.0061,Good
64,kommen,0.0059,come
64,lassen,0.0056,to let
64,mensch,0.0054,human
64,politisch,0.0053,politically
64,kind,0.005,child
64,deutschland,0.0048,Germany
64,zwei,0.0047,two
64,mehr,0.0047,more
64,stellen,0.0045,put
64,vergangen,0.0043,past
64,stehen,0.0041,stand
64,bundestag,0.0039,Bundestag
64,spiegel,0.0038,mirror
64,frage,0.0038,question
64,drei,0.0037,three
64,beide,0.0036,both
64,liegen,0.0036,lie
64,dabei,0.0035,there
64,frau,0.0034,Mrs
64,gehen,0.0033,go
64,recht,0.0033,Law
64,entscheidung,0.0033,decision
64,sprechen,0.0031,speak
64,cdu,0.0031,cdu
64,bereits,0.003,already
64,thema,0.003,theme
64,deshalb,0.003,that's why
64,woche,0.0029,week
64,viele,0.0027,lots
64,ganz,0.0027,all
64,sollen,0.0026,should
64,ende,0.0026,The End
64,rund,0.0026,round
64,jedoch,0.0026,however
64,gelten,0.0026,be valid
64,allerdings,0.0025,Indeed
64,land,0.0025,country
64,berliner,0.0025,Berliner
64,zeit,0.0025,Time
64,ministerpräsident,0.0025,prime minister
64,rede,0.0025,speech
64,geben,0.0024,give
65,sagen,0.0236,say
65,spd,0.0156,spd
65,deutschland,0.0101,Germany
65,geben,0.01,give
65,prozent,0.0099,percent
65,müssen,0.0098,have to
65,groß,0.0093,big
65,kommen,0.0092,come
65,cdu,0.0091,cdu
65,mehr,0.0089,more
65,merkel,0.0088,merkel
65,berlin,0.0074,Berlin
65,deutsch,0.007,German
65,jahr,0.0067,year
65,neu,0.0067,New
65,stehen,0.0065,stand
65,euro,0.0061,Euro
65,steinbrück,0.0059,steinbrück
65,partei,0.0057,party
65,koalition,0.0053,coalition
65,gut,0.0053,Good
65,bereits,0.005,already
65,dürfen,0.0049,allowed
65,ab,0.0046,from
65,union,0.0043,union
65,bundestag,0.004,Bundestag
65,schröder,0.004,Schroeder
65,finden,0.0039,Find
65,erklären,0.0038,to explain
65,dabei,0.0037,there
65,klar,0.0037,clear
65,erst,0.0037,first
65,sollen,0.0037,should
65,zwei,0.0036,two
65,woche,0.0032,week
65,schon,0.0032,beautiful
65,bleiben,0.0031,stay
65,immer,0.003,always
65,hoch,0.0028,high
65,bringen,0.0027,bring
65,bundestagswahl,0.0026,bundestagswahl
65,wahlkampf,0.0026,electioneering
65,tag,0.0026,Day
65,stellen,0.0025,put
65,müntefering,0.0025,müntefering
65,rotgrün,0.0025,Red Green
65,wahl,0.0025,choice
65,sonntag,0.0025,Sunday
65,wenige,0.0025,few
65,zudem,0.0024,moreover
66,dass,0.0273,that
66,sagen,0.0206,say
66,mehr,0.0109,more
66,land,0.0089,country
66,gehen,0.0083,go
66,jahr,0.0082,year
66,sollen,0.0072,should
66,euro,0.0061,Euro
66,kommen,0.0058,come
66,politisch,0.0057,politically
66,stehen,0.0056,stand
66,dürfen,0.0053,allowed
66,union,0.0049,union
66,erst,0.0048,first
66,weit,0.0048,far
66,müssen,0.0047,have to
66,prozent,0.0045,percent
66,viele,0.0044,lots
66,csu,0.0042,Christian Social Union
66,mensch,0.0041,human
66,neu,0.004,New
66,online,0.0039,on-line
66,geben,0.0037,give
66,ganz,0.0037,all
66,heute,0.0037,today
66,ministerpräsident,0.0036,prime minister
66,gelten,0.0036,be valid
66,halten,0.0036,hold
66,fischer,0.0035,fisherman
66,spd,0.0035,spd
66,sprechen,0.0035,speak
66,frage,0.0034,question
66,tag,0.0033,Day
66,ab,0.0032,from
66,heißen,0.0031,be called
66,erklären,0.0031,to explain
66,etwa,0.003,about
66,stellen,0.003,put
66,drei,0.0029,three
66,lassen,0.0029,to let
66,bleiben,0.0027,stay
66,wahl,0.0027,choice
66,cdu,0.0027,cdu
66,politik,0.0027,politics
66,deshalb,0.0026,that's why
66,kritik,0.0026,criticism
66,immer,0.0026,always
66,beide,0.0025,both
66,hoch,0.0025,high
66,gut,0.0025,Good
67,sagen,0.0248,say
67,dass,0.0204,that
67,jahr,0.0126,year
67,deutschland,0.0111,Germany
67,spd,0.0103,spd
67,lafontaine,0.0101,lafontaine
67,union,0.0078,union
67,berlin,0.0077,Berlin
67,geben,0.0075,give
67,cdu,0.0072,cdu
67,müssen,0.007,have to
67,neu,0.0066,New
67,immer,0.0061,always
67,kommen,0.006,come
67,groß,0.0059,big
67,viele,0.0059,lots
67,deutsch,0.0057,German
67,mehr,0.0052,more
67,sehen,0.0051,see
67,merkel,0.0049,merkel
67,erst,0.0047,first
67,stoiber,0.0044,stoiber
67,tag,0.0043,Day
67,mensch,0.0043,human
67,online,0.0042,on-line
67,klar,0.0042,clear
67,gysi,0.0041,gysi
67,ganz,0.0041,all
67,halten,0.0041,hold
67,fischer,0.0039,fisherman
67,dürfen,0.0039,allowed
67,pds,0.0038,pds
67,gehen,0.0035,go
67,finden,0.0034,Find
67,bundesregierung,0.0034,federal government
67,ministerpräsident,0.0034,prime minister
67,fordern,0.0034,demand
67,linkspartei,0.0033,left party
67,politik,0.0033,politics
67,nehmen,0.0033,to take
67,euro,0.0033,Euro
67,liegen,0.0033,lie
67,wenige,0.0033,few
67,zeigen,0.0031,demonstrate
67,wissen,0.0031,knowledge
67,angela,0.0031,angela
67,bereits,0.003,already
67,schröder,0.003,Schroeder
67,wegen,0.0029,because of
67,zeit,0.0028,Time
68,prozent,0.0177,percent
68,spd,0.0172,spd
68,sagen,0.0142,say
68,cdu,0.0095,cdu
68,berlin,0.0087,Berlin
68,gut,0.0084,Good
68,partei,0.0075,party
68,erst,0.007,first
68,neu,0.0069,New
68,grüne,0.0069,green
68,liegen,0.0054,lie
68,politisch,0.0053,politically
68,spiegel,0.0053,mirror
68,merkel,0.0051,merkel
68,zwei,0.005,two
68,deutschland,0.0046,Germany
68,wahl,0.0045,choice
68,mehr,0.0044,more
68,land,0.0043,country
68,woche,0.0043,week
68,deutsch,0.0043,German
68,jahr,0.0042,year
68,fdp,0.0042,fdp
68,halten,0.0042,hold
68,regierung,0.0041,government
68,stellen,0.004,put
68,bereits,0.004,already
68,dass,0.0039,that
68,online,0.0039,on-line
68,dafür,0.0036,for this
68,steinbrück,0.0035,steinbrück
68,bundestag,0.0035,Bundestag
68,ministerpräsident,0.0034,prime minister
68,ganz,0.0034,all
68,bleiben,0.0032,stay
68,treffen,0.0032,to meet
68,finden,0.0032,Find
68,heute,0.0032,today
68,fall,0.0031,case
68,weit,0.0031,far
68,deutlich,0.0031,clear
68,euro,0.0031,Euro
68,vergangen,0.0031,past
68,bundesregierung,0.003,federal government
68,sollen,0.0029,should
68,sprechen,0.0028,speak
68,dürfen,0.0027,allowed
68,wenige,0.0027,few
68,berliner,0.0027,Berliner
68,bringen,0.0027,bring
69,dass,0.0242,that
69,prozent,0.019,percent
69,sagen,0.0164,say
69,union,0.0105,union
69,kommen,0.0091,come
69,fischer,0.0091,fisherman
69,berlin,0.0079,Berlin
69,fdp,0.0065,fdp
69,schröder,0.0062,Schroeder
69,punkt,0.006,Point
69,gut,0.0059,Good
69,spiegel,0.0055,mirror
69,land,0.0054,country
69,schon,0.0053,beautiful
69,schulz,0.0049,schulz
69,gehen,0.0047,go
69,umfrage,0.0047,survey
69,stehen,0.0046,stand
69,bereits,0.0045,already
69,ab,0.0044,from
69,zwei,0.0043,two
69,bundestagswahl,0.0042,bundestagswahl
69,woche,0.0041,week
69,geben,0.004,give
69,müssen,0.004,have to
69,drei,0.0039,three
69,vergangen,0.0038,past
69,liegen,0.0038,lie
69,spd,0.0038,spd
69,tag,0.0037,Day
69,seit,0.0037,since
69,kanzler,0.0036,chancellor
69,grün,0.0036,green
69,stellen,0.0036,put
69,neu,0.0036,New
69,wahlkampf,0.0035,electioneering
69,mehr,0.0032,more
69,lassen,0.0032,to let
69,groß,0.0031,big
69,letzt,0.003,last
69,weit,0.003,far
69,dabei,0.0029,there
69,klar,0.0029,clear
69,rund,0.0029,round
69,mensch,0.0029,human
69,mehrheit,0.0028,majority
69,halten,0.0027,hold
69,heute,0.0027,today
69,deshalb,0.0027,that's why
69,tun,0.0027,do
70,dass,0.0317,that
70,partei,0.0138,party
70,sagen,0.0133,say
70,jahr,0.0112,year
70,berlin,0.0097,Berlin
70,spd,0.0075,spd
70,politisch,0.007,politically
70,geben,0.0067,give
70,kommen,0.0057,come
70,lassen,0.0052,to let
70,euro,0.0051,Euro
70,woche,0.0045,week
70,immer,0.0042,always
70,fall,0.004,case
70,neu,0.004,New
70,mensch,0.004,human
70,schon,0.004,beautiful
70,heißen,0.004,be called
70,sollen,0.0038,should
70,wegen,0.0037,because of
70,sehen,0.0036,see
70,tag,0.0035,Day
70,beide,0.0035,both
70,zeigen,0.0034,demonstrate
70,möglich,0.0034,possible
70,deutsch,0.0034,German
70,zeitung,0.0033,newspaper
70,berliner,0.0032,Berliner
70,koalition,0.0032,coalition
70,bundestagswahl,0.0031,bundestagswahl
70,fordern,0.0031,demand
70,bleiben,0.003,stay
70,ganz,0.003,all
70,land,0.003,country
70,stellen,0.0029,put
70,ende,0.0028,The End
70,liegen,0.0028,lie
70,pds,0.0027,pds
70,monat,0.0027,month
70,etwa,0.0026,about
70,ab,0.0026,from
70,problem,0.0026,problem
70,recht,0.0026,Law
70,rund,0.0025,round
70,lafontaine,0.0025,lafontaine
70,september,0.0024,September
70,erklären,0.0024,to explain
70,schröder,0.0024,Schroeder
70,bund,0.0023,Federation
70,gerhard,0.0023,gerhard
71,dass,0.0281,that
71,jahr,0.0139,year
71,müssen,0.0101,have to
71,deutschland,0.0091,Germany
71,gehen,0.0076,go
71,gut,0.0076,Good
71,sehen,0.0068,see
71,merkel,0.0064,merkel
71,kind,0.0059,child
71,politisch,0.0056,politically
71,mensch,0.0054,human
71,groß,0.0049,big
71,land,0.0047,country
71,euro,0.0044,Euro
71,erklären,0.0044,to explain
71,weit,0.0044,far
71,frau,0.0043,Mrs
71,mehr,0.0042,more
71,tag,0.0042,Day
71,viele,0.0041,lots
71,schon,0.0041,beautiful
71,sagen,0.004,say
71,woche,0.004,week
71,bleiben,0.004,stay
71,halten,0.004,hold
71,bundesregierung,0.0039,federal government
71,finden,0.0036,Find
71,gelten,0.0035,be valid
71,frage,0.0034,question
71,beide,0.0034,both
71,wissen,0.0034,knowledge
71,berlin,0.0033,Berlin
71,treffen,0.0033,to meet
71,geben,0.0033,give
71,immer,0.0033,always
71,heute,0.0033,today
71,kommen,0.0031,come
71,möglich,0.0031,possible
71,wer,0.0028,who
71,regierung,0.0028,government
71,gesetz,0.0028,law
71,milliarde,0.0028,billion
71,führen,0.0028,to lead
71,deutsch,0.0027,German
71,erst,0.0027,first
71,sprechen,0.0026,speak
71,staat,0.0026,Country
71,wichtig,0.0025,important
71,million,0.0025,million
71,recht,0.0025,Law
72,dass,0.0257,that
72,sagen,0.0234,say
72,spd,0.0157,spd
72,geben,0.0131,give
72,jahr,0.0128,year
72,merkel,0.011,merkel
72,deutsch,0.0087,German
72,gut,0.0085,Good
72,schröder,0.0081,Schroeder
72,mehr,0.0081,more
72,land,0.0074,country
72,stehen,0.0067,stand
72,prozent,0.0063,percent
72,berlin,0.0052,Berlin
72,cdu,0.0048,cdu
72,stellen,0.0046,put
72,neu,0.0045,New
72,gehen,0.0044,go
72,sprechen,0.0043,speak
72,halten,0.0042,hold
72,bleiben,0.0042,stay
72,online,0.0041,on-line
72,csu,0.0041,Christian Social Union
72,liegen,0.0039,lie
72,woche,0.0038,week
72,eigen,0.0037,own
72,erklären,0.0037,to explain
72,kommen,0.0035,come
72,ministerpräsident,0.0034,prime minister
72,steinmeier,0.0034,steinmeier
72,bundesregierung,0.0034,federal government
72,schon,0.0033,beautiful
72,grüne,0.0033,green
72,beide,0.0031,both
72,rotgrün,0.0031,Red Green
72,entscheidung,0.003,decision
72,müssen,0.0029,have to
72,wer,0.0027,who
72,stark,0.0027,strongly
72,nah,0.0027,close
72,lang,0.0027,long
72,gemeinsam,0.0026,together
72,wenige,0.0026,few
72,bund,0.0025,Federation
72,kanzler,0.0025,chancellor
72,drei,0.0025,three
72,politik,0.0025,politics
72,führen,0.0025,to lead
72,viele,0.0025,lots
72,umfrage,0.0024,survey
73,dass,0.0276,that
73,sagen,0.0138,say
73,deutschland,0.0132,Germany
73,jahr,0.0114,year
73,deutsch,0.0107,German
73,mehr,0.0094,more
73,müssen,0.0091,have to
73,merkel,0.0084,merkel
73,geben,0.0074,give
73,berlin,0.0071,Berlin
73,schon,0.0063,beautiful
73,cdu,0.0056,cdu
73,mensch,0.0051,human
73,seit,0.0047,since
73,lassen,0.0043,to let
73,weit,0.0037,far
73,ende,0.0037,The End
73,tag,0.0036,Day
73,fordern,0.0036,demand
73,immer,0.0035,always
73,finden,0.0035,Find
73,zeit,0.0034,Time
73,erklären,0.0033,to explain
73,nehmen,0.0033,to take
73,wenige,0.0033,few
73,beide,0.0032,both
73,schröder,0.0032,Schroeder
73,recht,0.0031,Law
73,gut,0.0031,Good
73,heute,0.003,today
73,soldat,0.0029,soldier
73,gehen,0.0029,go
73,politisch,0.0028,politically
73,zwei,0.0028,two
73,kommen,0.0027,come
73,spd,0.0027,spd
73,fischer,0.0027,fisherman
73,treffen,0.0027,to meet
73,sprechen,0.0027,speak
73,klar,0.0026,clear
73,jung,0.0026,young
73,neu,0.0026,New
73,wegen,0.0026,because of
73,halten,0.0026,hold
73,angela,0.0025,angela
73,problem,0.0025,problem
73,bundeswehr,0.0025,Bundeswehr
73,eigen,0.0025,own
73,führen,0.0025,to lead
73,heißen,0.0024,be called
74,sagen,0.0271,say
74,jahr,0.0131,year
74,geben,0.013,give
74,csu,0.0086,Christian Social Union
74,union,0.0086,union
74,kommen,0.0085,come
74,merkel,0.0085,merkel
74,spd,0.0077,spd
74,dass,0.007,that
74,prozent,0.0066,percent
74,partei,0.0066,party
74,sehen,0.0063,see
74,gehen,0.006,go
74,schon,0.0056,beautiful
74,seit,0.0055,since
74,frage,0.005,question
74,müssen,0.0046,have to
74,ab,0.0045,from
74,gut,0.0044,Good
74,online,0.0044,on-line
74,mehr,0.0044,more
74,fdp,0.0042,fdp
74,erst,0.0042,first
74,berlin,0.0042,Berlin
74,cdu,0.004,cdu
74,tag,0.0039,Day
74,bundestag,0.0039,Bundestag
74,stehen,0.0038,stand
74,beide,0.0037,both
74,dafür,0.0037,for this
74,nehmen,0.0036,to take
74,bleiben,0.0036,stay
74,weit,0.0036,far
74,deutsch,0.0035,German
74,ganz,0.0034,all
74,bundesregierung,0.0034,federal government
74,stellen,0.0033,put
74,bayern,0.0033,Bavaria
74,seehofer,0.0032,seehofer
74,wegen,0.0031,because of
74,viele,0.0031,lots
74,ergebnis,0.003,Result
74,wer,0.0029,who
74,deshalb,0.0029,that's why
74,entscheidung,0.0027,decision
74,wahlkampf,0.0027,electioneering
74,treffen,0.0027,to meet
74,bekommen,0.0027,get
74,früh,0.0026,early
74,zeigen,0.0025,demonstrate
75,prozent,0.0179,percent
75,spd,0.0175,spd
75,dass,0.0146,that
75,partei,0.0119,party
75,berlin,0.009,Berlin
75,sagen,0.0089,say
75,cdu,0.0082,cdu
75,groß,0.0081,big
75,müssen,0.007,have to
75,sollen,0.0064,should
75,sehen,0.0062,see
75,politisch,0.0061,politically
75,merkel,0.0058,merkel
75,stehen,0.0057,stand
75,geben,0.0056,give
75,union,0.0055,union
75,althaus,0.0053,althaus
75,immer,0.0049,always
75,mehr,0.0048,more
75,zwei,0.0048,two
75,schon,0.0048,beautiful
75,euro,0.0048,Euro
75,deutschland,0.0048,Germany
75,ministerpräsident,0.0047,prime minister
75,land,0.0047,country
75,gehen,0.0044,go
75,stoiber,0.0042,stoiber
75,erst,0.0041,first
75,mensch,0.0041,human
75,jahr,0.004,year
75,seit,0.0039,since
75,lassen,0.0039,to let
75,vergangen,0.0039,past
75,ab,0.0037,from
75,neu,0.0036,New
75,liegen,0.0036,lie
75,sprechen,0.0035,speak
75,fdp,0.0034,fdp
75,erklären,0.0034,to explain
75,stellen,0.0034,put
75,csu,0.0033,Christian Social Union
75,bereits,0.0033,already
75,bundesregierung,0.0032,federal government
75,weit,0.0032,far
75,rotgrün,0.0031,Red Green
75,mehrheit,0.003,majority
75,bundestagswahl,0.003,bundestagswahl
75,angela,0.0028,angela
75,dafür,0.0027,for this
75,umfrage,0.0027,survey
76,berlin,0.0116,Berlin
76,jahr,0.01,year
76,dass,0.0085,that
76,geben,0.0085,give
76,union,0.0081,union
76,gehen,0.0065,go
76,mehr,0.0065,more
76,spd,0.0059,spd
76,sagen,0.0056,say
76,gut,0.0053,Good
76,deutschland,0.0053,Germany
76,land,0.0052,country
76,dürfen,0.0052,allowed
76,bundestag,0.0051,Bundestag
76,sollen,0.0051,should
76,stehen,0.005,stand
76,csu,0.0047,Christian Social Union
76,bundesregierung,0.0046,federal government
76,neu,0.0045,New
76,erklären,0.0045,to explain
76,sehen,0.0044,see
76,immer,0.0044,always
76,vergangen,0.0043,past
76,mensch,0.0041,human
76,groß,0.004,big
76,seehofer,0.0039,seehofer
76,online,0.0038,on-line
76,deutsch,0.0038,German
76,partei,0.0037,party
76,eigen,0.0036,own
76,seit,0.0035,since
76,müssen,0.0034,have to
76,wissen,0.0034,knowledge
76,schon,0.0034,beautiful
76,kommen,0.0033,come
76,heute,0.0033,today
76,rund,0.0033,round
76,halten,0.0032,hold
76,koalition,0.0031,coalition
76,stoiber,0.0031,stoiber
76,kanzlerin,0.0031,Chancellor
76,wichtig,0.0029,important
76,führen,0.0028,to lead
76,jedoch,0.0027,however
76,möglich,0.0027,possible
76,dabei,0.0027,there
76,deshalb,0.0026,that's why
76,gelten,0.0026,be valid
76,fall,0.0026,case
76,frage,0.0026,question
77,sagen,0.0243,say
77,geben,0.0147,give
77,müssen,0.011,have to
77,prozent,0.0105,percent
77,jahr,0.0104,year
77,sollen,0.0081,should
77,berlin,0.0069,Berlin
77,csu,0.0066,Christian Social Union
77,dass,0.0063,that
77,deutsch,0.0057,German
77,neu,0.0056,New
77,groß,0.0055,big
77,seehofer,0.0052,seehofer
77,bundestag,0.0046,Bundestag
77,bleiben,0.0045,stay
77,grüne,0.0042,green
77,spiegel,0.0041,mirror
77,mehr,0.0041,more
77,bundesregierung,0.004,federal government
77,kommen,0.004,come
77,merkel,0.004,merkel
77,lassen,0.0038,to let
77,politisch,0.0038,politically
77,gut,0.0037,Good
77,vergangen,0.0036,past
77,beide,0.0035,both
77,ab,0.0034,from
77,regierung,0.0031,government
77,hoch,0.0031,high
77,zwei,0.0031,two
77,union,0.0031,union
77,woche,0.0031,week
77,milliarde,0.003,billion
77,bund,0.003,Federation
77,darauf,0.003,thereon
77,mensch,0.0029,human
77,fall,0.0029,case
77,stellen,0.0029,put
77,allerdings,0.0029,Indeed
77,heißen,0.0029,be called
77,partei,0.0028,party
77,zeitung,0.0028,newspaper
77,zeit,0.0028,Time
77,wahl,0.0027,choice
77,bayerisch,0.0026,Bavarian
77,cdu,0.0026,cdu
77,jedoch,0.0026,however
77,eigen,0.0026,own
77,weit,0.0025,far
77,gesetz,0.0025,law
78,sagen,0.0161,say
78,merkel,0.0126,merkel
78,cdu,0.01,cdu
78,neu,0.0094,New
78,müssen,0.0093,have to
78,dass,0.0082,that
78,deutschland,0.008,Germany
78,csu,0.0077,Christian Social Union
78,gehen,0.0063,go
78,spiegel,0.0061,mirror
78,erst,0.0056,first
78,seehofer,0.0054,seehofer
78,dürfen,0.0053,allowed
78,union,0.0051,union
78,frage,0.005,question
78,stellen,0.0049,put
78,kommen,0.0046,come
78,weit,0.0045,far
78,klar,0.0043,clear
78,woche,0.0043,week
78,bleiben,0.0042,stay
78,schon,0.0041,beautiful
78,land,0.0041,country
78,gut,0.0041,Good
78,seit,0.004,since
78,immer,0.004,always
78,angela,0.004,angela
78,sprechen,0.0039,speak
78,viele,0.0038,lots
78,berlin,0.0038,Berlin
78,heißen,0.0038,be called
78,koalition,0.0037,coalition
78,ende,0.0036,The End
78,ministerpräsident,0.0036,prime minister
78,jahr,0.0035,year
78,deutsch,0.0034,German
78,allerdings,0.0033,Indeed
78,steinmeier,0.0032,steinmeier
78,partei,0.0031,party
78,fdp,0.0031,fdp
78,thema,0.003,theme
78,liegen,0.003,lie
78,schröder,0.003,Schroeder
78,million,0.0028,million
78,milliarde,0.0028,billion
78,möglich,0.0028,possible
78,wenige,0.0026,few
78,problem,0.0026,problem
78,geben,0.0025,give
78,zurück,0.0025,back
79,dass,0.0315,that
79,jahr,0.0141,year
79,erst,0.0088,first
79,deutsch,0.0087,German
79,neu,0.0078,New
79,online,0.0074,on-line
79,berlin,0.0072,Berlin
79,schon,0.007,beautiful
79,cdu,0.0066,cdu
79,prozent,0.0063,percent
79,geben,0.0061,give
79,kommen,0.0061,come
79,frage,0.0057,question
79,politisch,0.0057,politically
79,sollen,0.0053,should
79,merkel,0.0051,merkel
79,grüne,0.0049,green
79,ganz,0.0048,all
79,gehen,0.0048,go
79,partei,0.0047,party
79,gut,0.0046,Good
79,sagen,0.0046,say
79,müssen,0.0043,have to
79,eigen,0.0042,own
79,zwei,0.0042,two
79,bleiben,0.0041,stay
79,halten,0.0039,hold
79,wahl,0.0037,choice
79,weit,0.0037,far
79,tag,0.0037,Day
79,spiegel,0.0036,mirror
79,stehen,0.0035,stand
79,mehr,0.0034,more
79,wenige,0.0034,few
79,spiegeln,0.0033,reflect
79,steinbrück,0.0033,steinbrück
79,mal,0.0033,times
79,sprechen,0.0033,speak
79,thema,0.0032,theme
79,land,0.0032,country
79,letzt,0.0029,last
79,recht,0.0029,Law
79,entscheidung,0.0029,decision
79,darauf,0.0028,thereon
79,stark,0.0028,strongly
79,wahlkampf,0.0027,electioneering
79,gerade,0.0027,just
79,wichtig,0.0026,important
79,allerdings,0.0025,Indeed
79,angela,0.0025,angela
80,dass,0.0163,that
80,jahr,0.0144,year
80,spd,0.0114,spd
80,erst,0.0092,first
80,partei,0.0085,party
80,gehen,0.0084,go
80,land,0.0084,country
80,sagen,0.0079,say
80,groß,0.0072,big
80,merkel,0.0069,merkel
80,seehofer,0.0067,seehofer
80,csu,0.0067,Christian Social Union
80,mehr,0.0062,more
80,cdu,0.0057,cdu
80,geben,0.0053,give
80,bleiben,0.0048,stay
80,schon,0.0047,beautiful
80,lassen,0.0047,to let
80,zwei,0.0046,two
80,immer,0.0046,always
80,viele,0.0046,lots
80,deutschland,0.0045,Germany
80,ende,0.0043,The End
80,sollen,0.0043,should
80,vergangen,0.0041,past
80,eigen,0.0041,own
80,euro,0.0041,Euro
80,stehen,0.0039,stand
80,seit,0.0038,since
80,zeigen,0.0037,demonstrate
80,tag,0.0037,Day
80,wenige,0.0035,few
80,klar,0.0035,clear
80,gemeinsam,0.0035,together
80,fall,0.0034,case
80,finden,0.0034,Find
80,fdp,0.0034,fdp
80,dafür,0.0033,for this
80,frage,0.0033,question
80,etwa,0.0033,about
80,zeit,0.0032,Time
80,fordern,0.0031,demand
80,spiegel,0.0031,mirror
80,ab,0.003,from
80,woche,0.003,week
80,ja,0.0029,Yes
80,recht,0.0029,Law
80,mensch,0.0029,human
80,heute,0.0029,today
80,dabei,0.0028,there
81,sagen,0.0208,say
81,dass,0.0206,that
81,müssen,0.0096,have to
81,mehr,0.0095,more
81,gut,0.0087,Good
81,jahr,0.0086,year
81,schon,0.0085,beautiful
81,geben,0.008,give
81,prozent,0.0073,percent
81,union,0.0072,union
81,sollen,0.0064,should
81,steinbrück,0.0055,steinbrück
81,land,0.0054,country
81,gehen,0.0053,go
81,berlin,0.0051,Berlin
81,erst,0.0046,first
81,ganz,0.0045,all
81,neu,0.0044,New
81,groß,0.0043,big
81,schröder,0.0043,Schroeder
81,ab,0.004,from
81,zeit,0.004,Time
81,cdu,0.004,cdu
81,online,0.0039,on-line
81,finden,0.0038,Find
81,fischer,0.0037,fisherman
81,partei,0.0037,party
81,ende,0.0036,The End
